Festival,Year,Track,Title,Agency,Brand,Country,Award,Credits
El Ojo de Iberoamerica,2024,Experiencia de Marca Activacion,Heinzterception,TERAN TBWA,Heinz,Mexico,BRONCE,Prod TERAN TBWA Realizador-a Jose Padilla Pais Mexico
El Ojo de Iberoamerica,2024,Experiencia de Marca Activacion,Atacama Fashion Week,Artplan,Desierto Vestido,Brasil,PLATA,Prod Sugarcane Filmes Realizador-a Igor Selingarde Prod Audio Sonido Raw Audio Pais Brasil
El Ojo de Iberoamerica,2024,Experiencia de Marca Activacion,BCPilsen,Fahrenheit DDB,Pilsen Callao,Peru,BRONCE,Prod KAO Film Content Realizador-a Casu Roca Prod Audio Sonido Sordo Postprod Lunatic Pais Peru
El Ojo de Iberoamerica,2024,Experiencia de Marca Activacion,Impulse,Cheil Espana,Samsung Espana,Espana,ORO,Prod Somos 5 Realizador-a Alfredo Lobo Postprod Somos5 Otras Empresas Acid Tango Pais Espana
El Ojo de Iberoamerica,2024,Experiencia de Marca Activacion,Gamer Loan,Paradais DDB,Banco del Pacifico,Ecuador,ORO,Realizador-a Tito Duran Postprod Christopher Valdiviezo Pais Ecuador
El Ojo de Iberoamerica,2024,Experiencia de Marca Activacion,KFC auto Grand Prix,PS21,KFC Espana,Espana,PLATA,
El Ojo de Iberoamerica,2024,Experiencia de Marca Activacion,Anti-Lag squad,VML Argentina,Movistar Argentina,Argentina,BRONCE,Prod Landia Pais Argentina
El Ojo de Iberoamerica,2024,Experiencia de Marca Activacion,Filter Caps,Ogilvy Colombia,Filsa Colombia,Colombia,ORO,Prod Primo Realizador-a Gina Medina Prod Audio Sonido Diego Caceres Producciones Pais Colombia
El Ojo de Iberoamerica,2024,Experiencia de Marca Activacion,La camiseta embarrada,HOC House of Creativity,Sport Club Internacional,Brasil,BRONCE,
El Ojo de Iberoamerica,2024,Experiencia de Marca Activacion,El ranking culinario que alimento a millones,Valor,Alicorp Peru,Peru,BRONCE,Prod Lado V Otras Empresas LLYC PERU -Tribeca Media Pais Peru
El Ojo de Iberoamerica,2024,Experiencia de Marca Activacion,Install our logo,Leo Burnett Mexico - Gato - Hey Kid Design Studio,ADT Security,Mexico,PLATA,Prod Gato Realizador-a Axel Elizondo- Tom Escobar Prod Audio Sonido Cluster Postprod Cluster -Cluster Otras Empresas Starcom Mexico Pais Mexico
El Ojo de Iberoamerica,2024,Experiencia de Marca Activacion,Rice of Glory,Maruri Ecuador - Grey Argentina - Grey Brasil,Arroz Super Extra,Ecuador,ORO,Prod Landia Realizador-a Emi Alvarenga Pais Ecuador
El Ojo de Iberoamerica,2024,Experiencia de Marca Activacion,Imagine with Petacos,DDB Colombia - Buentipo Anchor,Bavaria,Colombia,PLATA,Prod Primo Realizador-a Gina Medina Prod Audio Sonido Diego Caceres Pais Colombia
El Ojo de Iberoamerica,2024,Experiencia de Marca Activacion,El Fing Carro,Monks,Netflix Argentina,Argentina,PLATA,Prod Corinthian Pais Argentina
El Ojo de Iberoamerica,2024,Experiencia de Marca Activacion,Beer retirement account,Monks,Poker,Colombia,PLATA,Prod Primo Realizador-a Cristian Roncancio Pais Colombia
El Ojo de Iberoamerica,2024,Experiencia de Marca Activacion,Fan profesional,Africa Creative,Budweiser,Brasil,BRONCE,Prod Modo Integrado Prod Audio Sonido Canja Audio Culture -Eduardo Karas-Filipe Resende-Levi Mynssen de Mello-Filipe Lopes-Levi Mynssen de Mello-Nando de Castro-Matheus Peres-Lari Storch-Ana Flor Bohrer-Flavia Medeiros-Igor Lobo-Mariana Aldrigue Pais Brasil
El Ojo de Iberoamerica,2024,Experiencia de Marca Activacion,Foodball Fans,Fahrenheit DDB,Plaza Vea,Peru,BRONCE,Prod Locomotor Realizador-a Bruno Rey Prod Audio Sonido Creasonica Pais Peru
El Ojo de Iberoamerica,2024,Experiencia de Marca Activacion,LoopHotel,DDB Latina Puerto Rico,Cerveza La H,Puerto Rico,BRONCE,Prod DDB Latina Puerto Rico Realizador-a Melvin Valencia Pais Puerto Rico
El Ojo de Iberoamerica,2024,Experiencia de Marca Activacion,Brahma Phone,Africa Creative,Brahma,Brasil,PLATA,Prod Kaus Film Realizador-a Los Pibes Prod Audio Sonido Satelite Audio Postprod Guava Post Otras Empresas Monkey Producoes -Thinkers Studios -DraftLine Integrada -TKCV -Oba Print -Dona Antonia Pais Brasil
El Ojo de Iberoamerica,2024,Experiencia de Marca Activacion,Address The Invisible,Archer Troy,Techo Mexico --Google,Mexico,PLATA,Prod Onirica Realizador-a Eduardo Canto Pais Mexico
El Ojo de Iberoamerica,2024,Experiencia de Marca Activacion,Imagine with Petacos,DDB Colombia - Buentipo Anchor,Bavaria,Colombia,PLATA,Prod Primo Realizador-a Gina Medina Prod Audio Sonido Diego Caceres Pais Colombia
El Ojo de Iberoamerica,2024,Experiencia de Marca Activacion,LoopHotel,DDB Latina Puerto Rico,Cerveza La H,Puerto Rico,BRONCE,Prod DDB Latina Puerto Rico Realizador-a Melvin Valencia Pais Puerto Rico
El Ojo de Iberoamerica,2024,PR,Tulipan Teniendo sexo podemos reactivar la economia,Zurda Agency,Tulipan,Argentina,GRAN OJO PR,Prod Retina Postprod Retina Pais Argentina
El Ojo de Iberoamerica,2024,PR,Clean Sponsorship,DM9,Consul,Brasil,ORO,Prod Corazon Filmes Realizador-a Bruno Zanetti Prod Audio Sonido Satelite Audio Pais Brasil
El Ojo de Iberoamerica,2024,PR,Braided history,DDB Latina Puerto Rico,Mizani,Puerto Rico,PLATA,Prod DDB Latina Puerto Rico Pais Puerto Rico
El Ojo de Iberoamerica,2024,PR,Tulipan Teniendo sexo podemos reactivar la economia,Zurda Agency,Tulipan,Argentina,PLATA,Prod Retina Postprod Retina Pais Argentina
El Ojo de Iberoamerica,2024,PR,Atacama Fashion Week,Artplan,Desierto Vestido,Brasil,ORO,Prod Sugarcane Filmes Realizador-a Igor Selingarde Prod Audio Sonido Raw Audio Pais Brasil
El Ojo de Iberoamerica,2024,PR,Nobody should die at XMAS,DoubleYou,Open Arms,Espana,PLATA,Prod Blua Realizador-a Iker Iturria Prod Audio Sonido lastcrit PostprodBlua -Moonlight Otras Empresas Engine Agency Pais Espana
El Ojo de Iberoamerica,2024,PR,Look for Freedom,Havas Portugal - H- Advisors - Havas Media,Amnesty International,Portugal,BRONCE,Prod Canal 180 Postprod Canal 180 Pais Portugal
El Ojo de Iberoamerica,2024,PR,Welcome to the group,PHD Costa Rica - Shiift Porter Novelli - TBWARIOT,Cambiemos la Regla,Costa Rica,BRONCE,Prod Kaiju Pais Costa Rica
El Ojo de Iberoamerica,2024,PR,Necesito un hombre,TBWAFrederick,Corporacion Humanas,Chile,BRONCE,Prod independiente Realizador-a Rocio Huerta Pais Chile
El Ojo de Iberoamerica,2024,PR,Community king,BBA,Burger King Ecuador,Ecuador,PLATA,Prod BBA Realizador-a Carlos Rivas Postprod BBA Pais Ecuador
El Ojo de Iberoamerica,2024,PR,Welcome to the group,PHD Costa Rica - Shiift Porter Novelli - TBWARIOT,Cambiemos la Regla,Costa Rica,PLATA,Prod Kaiju Pais Costa Rica
El Ojo de Iberoamerica,2024,PR,The missing review,Republica Havas,Amigos For Kids,Estados Unidos,PLATA,Prod El Living - MDS Digital - Twins Music Realizador-a Arturo Vazquez- Lucas Cardona- Fernando Torres- Camila Londono- Jeronimo Gonzalez Montalvo- Max Scott- Tom Huergo Prod Audio Sonido Twins Music -Twins Music -Twins Music Pais Estados Unidos
El Ojo de Iberoamerica,2024,PR,El atraco del crucero,404 Sao Paulo - GALERIAag,Netflix Brasil,Brasil,BRONCE,Prod Platinum - CEGO Prod Otras Empresas MediaMonkes Pais Brasil
El Ojo de Iberoamerica,2024,PR,VW 70 anos,Almap BBDO,Volkswagen Brasil,Brasil,ORO,Prod Boiler Filmes Realizador-a Dulcidio Caldeira Prod Audio Sonido Raw Audio Postprod Flow Effects -Acauan Pastore Otras Empresas Giusti Comunicacao Pais Brasil
El Ojo de Iberoamerica,2024,PR,El atraco del crucero,404 Sao Paulo - GALERIAag,Netflix Brasil,Brasil,PLATA,Prod Platinum - CEGO Otras Empresas MediaMonkes Pais Brasil
El Ojo de Iberoamerica,2024,PR,El Valor del Tiempo,Africa Creative,Itau Unibanco,Brasil,PLATA,Prod Black Dog Films Otro Realizador-a Jonas Akerlund Otras Empresas RM Mgmt Pais Brasil
El Ojo de Iberoamerica,2024,PR,Lucky news,Paradais DDB,Ecuasal,Ecuador,PLATA,
El Ojo de Iberoamerica,2024,PR,Pete Zahat Trollvertising,BBA,Pizza Hut Ecuador,Ecuador,BRONCE,Prod BBA Realizador-a Raul Banderas Pais Ecuador
El Ojo de Iberoamerica,2024,PR,Me ofrezco,Revuelta - Mono Madrid,Wallapop,Espana,BRONCE,Prod Garlic Films Realizador-a OCKHAM Prod Audio Sonido Chaco Music House -La Panaderia Postprod McNulty Pais Espana
El Ojo de Iberoamerica,2024,PR,Atacama Fashion Week,Artplan,Desierto Vestido,Brasil,ORO,Prod Sugarcane Filmes Realizador-a Igor Selingarde Prod Audio Sonido Raw Audio Pais Brasil
El Ojo de Iberoamerica,2024,PR,Fan profesional,Africa Creative,Budweiser,Brasil,PLATA,Prod Modo Integrado Prod Audio Sonido Canja Audio Culture -Eduardo Karas-Filipe Resende-Levi Mynssen de Mello-Filipe Lopes-Levi Mynssen de Mello-Nando de Castro-Matheus Peres-Lari Storch-Ana Flor Bohrer-Flavia Medeiros-Igor Lobo-Mariana Aldrigue Pais Brasil
El Ojo de Iberoamerica,2024,PR,El Valor del Tiempo,Africa Creative,Itau Unibanco,Brasil,PLATA,Prod Black Dog Films Otro Realizador-a Jonas Akerlund Otras Empresas RM Mgmt Pais Brasil
El Ojo de Iberoamerica,2024,PR,5 days Give me a break,Almap BBDO,O Boticario,Brasil,PLATA,Prod Sweet Filmes Realizador-a Fernando Andreh Prod Audio Sonido Raw Audio Postprod Node Post Otras Empresas Estudio Boreal Pais Brasil
El Ojo de Iberoamerica,2024,PR,La apertura reveladora,Almap BBDO,O Boticario,Brasil,BRONCE,Prod Globo Brasil - Monster Films Realizador-a Yuri Lima Prod Audio Sonido Cabaret Studio Pais Brasil
El Ojo de Iberoamerica,2024,PR,Hey Ese no es un nino,VML Peru,Alianza Lima - Nike - Gatorade - Hyundai,Peru,BRONCE,Prod Kubrick Prod Audio Sonido Estudios Machina Pais Peru
El Ojo de Iberoamerica,2024,PR,Thanks for Coke-Creating,VML Mexico - VML Brasil,Coca-Cola,Mexico,ORO,Prod Mango Films - Sugarcane Filmes - Baliprod Otro- Glitch Productions Otro- NetoShookan Productions Realizador-a Erik Tapia Otras Empresas Raw Audio -VML Brasil -Sugarcane Filmes -Ogilvy -EssenceMediacom Pais Mexico
El Ojo de Iberoamerica,2024,PR,Community king,BBA,Burger King Ecuador,Ecuador,PLATA,Prod BBA Realizador-a Carlos Rivas Postprod BBA Pais Ecuador
El Ojo de Iberoamerica,2024,PR,Over 30,Lew LaraTBWA,Billboard Brasil,Brasil,PLATA,Prod Santeria Otras Empresas Mynd8 Pais Brasil
El Ojo de Iberoamerica,2024,PR,The gender discount,BETC HAVAS - Suno United Creators,Santander,Brasil,BRONCE,Prod MyMama Entertainment - Produceria Realizador-a Ana Valente Prod Audio Sonido Tentaculo Audio -Hefty Pais Brasil
El Ojo de Iberoamerica,2024,PR,Community king,BBA,Burger King Ecuador,Ecuador,ORO,Prod BBA Realizador-a Carlos Rivas Postprod BBA Pais Ecuador
El Ojo de Iberoamerica,2024,PR,VW 70 anos,Almap BBDO,Volkswagen Brasil,Brasil,ORO,Prod Boiler Filmes Realizador-a Dulcidio Caldeira Prod Audio Sonido Raw Audio Postprod Flow Effects -Acauan Pastore Otras Empresas Giusti Comunicacao Pais Brasil
El Ojo de Iberoamerica,2024,PR,Cambia el numero,anonimo,Opinion 51,Mexico,ORO,Prod Malasana Realizador-a Alejandro Barbabosa Prod Audio Sonido Silence Track Postprod Homemade -Urbano Pais Mexico
El Ojo de Iberoamerica,2024,PR,Fan profesional,Africa Creative,Budweiser,Brasil,BRONCE,Prod Modo Integrado Prod Audio Sonido Canja Audio Culture -Eduardo Karas-Filipe Resende-Levi Mynssen de Mello-Filipe Lopes-Levi Mynssen de Mello-Nando de Castro-Matheus Peres-Lari Storch-Ana Flor Bohrer-Flavia Medeiros-Igor Lobo-Mariana Aldrigue Pais Brasil
El Ojo de Iberoamerica,2024,PR,MujeresIncreibles,Archer Troy,Tupperware Mexico,Mexico,BRONCE,
El Ojo de Iberoamerica,2024,PR,Cordoba x JetSMART,Super,JetSMART Argentina,Argentina,BRONCE,Prod Audio Sonido Francisco Penas Postprod Luis Tuzzi Pais Argentina
El Ojo de Iberoamerica,2024,PR,Blurred unboxing,The Juju Colombia,Ramo Colombia,Colombia,BRONCE,
El Ojo de Iberoamerica,2024,PR,Atacama Fashion Week,Artplan,Desierto Vestido,Brasil,ORO,Prod Sugarcane Filmes Realizador-a Igor Selingarde Prod Audio Sonido Raw Audio Pais Brasil
El Ojo de Iberoamerica,2024,PR,Tulipan Teniendo sexo podemos reactivar la economia,Zurda Agency,Tulipan,Argentina,ORO,Prod Retina Postprod Retina Pais Argentina
El Ojo de Iberoamerica,2024,PR,Cambia el numero,anonimo,Opinion 51,Mexico,PLATA,Prod Malasana Realizador-a Alejandro Barbabosa Prod Audio Sonido Silence Track Postprod Homemade -Urbano Pais Mexico
El Ojo de Iberoamerica,2024,PR,Braided history,DDB Latina Puerto Rico,Mizani,Puerto Rico,PLATA,Prod DDB Latina Puerto Rico Pais Puerto Rico
El Ojo de Iberoamerica,2024,PR,La historia no contada de los ninos que dan voz a una generacion,Casanova McCann - McCann Detroit,US Bank,Estados Unidos,BRONCE,Prod 9A Films Realizador-a Rudy Valdez Prod Audio Sonido DeAndre James Otras Empresas Weber Shandwick Estados Unidos Pais Estados Unidos
El Ojo de Iberoamerica,2024,PR,Over 30,Lew LaraTBWA,Billboard Brasil,Brasil,BRONCE,Prod Santeria Otras Empresas Mynd8 Pais Brasil
El Ojo de Iberoamerica,2024,PR,Tulipan Teniendo sexo podemos reactivar la economia,Zurda Agency,Tulipan,Argentina,ORO,Prod Retina Postprod Retina Pais Argentina
El Ojo de Iberoamerica,2024,PR,Cambia el numero,anonimo,Opinion 51,Mexico,PLATA,Prod Catatonia Realizador-a Alejandro Barbabosa Prod Audio Sonido Silence Track Postprod Homemade -Urbano Pais Mexico
El Ojo de Iberoamerica,2024,PR,Necesito un hombre,TBWAFrederick,Corporacion Humanas,Chile,PLATA,Prod independiente Realizador-a Rocio Huerta Pais Chile
El Ojo de Iberoamerica,2024,PR,Malekus Los ultimos 600,Havas Costa Rica - BETC HAVAS,The Rainforest Lab,Costa Rica,BRONCE,Prod Fulfierros Prod Audio Sonido Quiet City Music Sound Pais Costa Rica
El Ojo de Iberoamerica,2024,Design,Sightwalks Veredas que guian,Circus Grey Peru,Cemento Sol,Peru,EL GRAN OJO DESIGN,Prod Rebeca Producciones - Canica Films - Punto Aparte Realizador Mario Angulo- Alvaro Luque- Mario Bertocchi- Alonso Gutierrez Prod AudioSonido Agosto Music Post Prod Nativo Post Otras Empresas APOYO Comunicacion -Llorente y Cuenca -DINAMO Pais Peru
El Ojo de Iberoamerica,2024,Design,Thanks for Coke-Creating,VML Mexico - VML Brasil,Coca-Cola,Mexico,ORO,Prod Mango Films - Sugarcane Filmes - Baliprod - Glitch Productions - NetoShookan Productions Realizador Erik Tapia Otras Empresas Raw Audio -VML Brasil -Sugarcane Filmes -Ogilvy -EssenceMediacom Pais Mexico
El Ojo de Iberoamerica,2024,Design,Atacama Fashion Week,Artplan,de Desierto Vestido,Brasil,PLATA,Prod Sugarcane Filmes Realizador Igor Selingarde Prod AudioSonido Raw Audio Pais Brasil
El Ojo de Iberoamerica,2024,Design,Luces negras,Almap BBDO,Bradesco Seguros - Empregue Afro - GOMA - Museu Afro-UFBA,Brasil,PLATA,Prod Almap BBDO Prod AudioSonido Raw Audio Post Prod Otras Empresas Dialeto Studio Pais Brasil
El Ojo de Iberoamerica,2024,Design,NotCo Giuseppe AI,R-GA Buenos Aires,NotCo,Chile,BRONCE,
El Ojo de Iberoamerica,2024,Design,Children s Book for Men,DDB Latina Puerto Rico,Children s Book For Men,Puerto Rico,BRONCE,Prod DDB Latina Puerto Rico - Film Zapatero Realizador Kacho Lopez Pais Puerto Rico
El Ojo de Iberoamerica,2024,Design,Find Your Summer,LOLA MullenLowe,Magnum Ice Cream,Espana,ORO,Prod MJZ Realizador Juan Cabral Prod AudioSonido Big Sync Post Prod Glassworks Otras Empresas Mindshare Pais Espana
El Ojo de Iberoamerica,2024,Design,Las 2 Caras,BBDO Mexico,de Alexia Ortiz,Mexico,PLATA,Prod Rebolucion Realizador Monster Duo Prod AudioSonido Machete Musica Pais Mexico
El Ojo de Iberoamerica,2024,Design,Guess Who Won,LOLA MullenLowe,Persil,Espana,PLATA,Otras Empresas Mindshare Pais Espana
El Ojo de Iberoamerica,2024,Design,deSIGNED Posters,LOLA MullenLowe,Persil,Brasil,BRONCE,Prod Rebolucion Realizador Vellas Prod AudioSonido Big Sync Music Post Prod Rebolucion Pais Brasil
El Ojo de Iberoamerica,2024,Design,855-How-To-Quit,Serviceplan Alemania - Tulom PR,de Anzen Health,Estados Unidos,ORO,Prod JOJX Realizador Oliver Wurffell Prod AudioSonido DaHouse -DaHouse Post Prod Arcade Edit Otras Empresas Tulom PR -Raw Materials -Mediaplus Group Pais Estados Unidos
El Ojo de Iberoamerica,2024,Design,Priceless wall,BeFlamingo,de Home Vega,Ecuador,PLATA,Prod Taita Films Realizador Joel Chachapoya Pais Ecuador
El Ojo de Iberoamerica,2024,Design,NotCo Giuseppe AI,R-GA Buenos Aires,NotCo,Chile,BRONCE,
El Ojo de Iberoamerica,2024,Design,Imagine with Petacos,DDB Colombia - Buentipo Anchor,Bavaria,Colombia,ORO,Prod Primo Realizador Gina Medina Prod AudioSonido Diego Caceres Pais Colombia
El Ojo de Iberoamerica,2024,Design,Atacama Fashion Week,Artplan,de Desierto Vestido,Brasil,PLATA,Prod Sugarcane Filmes Realizador Igor Selingarde Prod AudioSonido Raw Audio Post Pais Brasil
El Ojo de Iberoamerica,2024,Design,Hauteam Couture,Africa Creative,Brahma,Brasil,BRONCE,Prod Monkey Producoes - Modo Integrado - Reconcavo Company Realizador Nixon Prod AudioSonido Satelite Audio Post Prod Guava Post Pais Brasil
El Ojo de Iberoamerica,2024,Design,Filter Caps,Ogilvy Colombia,de Filsa Colombia,Colombia,ORO,Prod Primo Realizador Gina Medina Prod AudioSonido Diego Caceres Producciones Pais Colombia
El Ojo de Iberoamerica,2024,Design,Look for Freedom,Havas Portugal - H- Advisors - Havas Media,de Amnesty International,Portugal,PLATA,Prod Canal 180 Post Prod Canal 180 Pais Portugal
El Ojo de Iberoamerica,2024,Design,Steal Artois,VML Chile,Stella Artois,Chile,PLATA,Prod Rebolucion Realizador Ivan Vescovo Prod AudioSonido Clio Pais Chile
El Ojo de Iberoamerica,2024,Design,Brahma Phone,Africa Creative,Brahma,Brasil,BRONCE,Prod Kaus Film Realizador Los Pibes Prod AudioSonido Satelite Audio Post Prod Guava Post Otras Empresas Monkey Producoes -Thinkers Studios -DraftLine Integrada -TKCV -Oba Print -Dona Antonia Pais Brasil
El Ojo de Iberoamerica,2024,Design,Hauteam Couture,Africa Creative,Brahma,Brasil,BRONCE,Prod Monkey Producoes - Modo Integrado - Reconcavo Company Realizador Nixon Prod AudioSonido Satelite Audio Post Prod Guava Post Pais Brasil
El Ojo de Iberoamerica,2024,Design,Sopa de senas,LLYC,de La Moderna,Mexico,BRONCE,Prod Resident Films Pais Mexico
El Ojo de Iberoamerica,2024,Design,Raras,Kids,de Bodegas Arraez - FEDER Federacion Espanola,Espana,PLATA,Prod La Quadra Realizador Alfonso Gavilan Pais Espana
El Ojo de Iberoamerica,2024,Design,50-50,Lew LaraTBWA,de Camil,Brasil,PLATA,Prod AudioSonido Jamute Post Prod Lew LaraTBWA Pais Brasil
El Ojo de Iberoamerica,2024,Design,Cajaltar,DraftLine Mexico,Victoria,Mexico,BRONCE,Otras Empresas EPA Digital Pais Mexico
El Ojo de Iberoamerica,2024,Design,Sightwalks Veredas que guian,Circus Grey Peru,Cemento Sol,Peru,ORO,Prod Rebeca Producciones - Canica Films - Punto Aparte Realizador Mario Angulo- Alvaro Luque- Mario Bertocchi- Alonso Gutierrez Prod AudioSonido Agosto Music Post Prod Nativo Post Otras Empresas APOYO Comunicacion -Llorente y Cuenca -DINAMO Pais Peru
El Ojo de Iberoamerica,2024,Design,Imagine with Petacos,DDB Colombia - Buentipo Anchor,Bavaria,Colombia,PLATA,Prod Primo Realizador Gina Medina Prod AudioSonido Diego Caceres Pais Colombia
El Ojo de Iberoamerica,2024,Design,Libertadoras,WILD FI Uruguay,de Museo Historico Nacional - Museo Juan Manuel Blanes,Uruguay,BRONCE,Prod Oriental Films Realizador Fabian Rojas - Ignacio Giannini Prod AudioSonido La Mayor -Federico Moreira Post Prod Oriental Films Pais Uruguay
El Ojo de Iberoamerica,2024,Sustentable,Sightwalks Veredas que guian,Circus Grey Peru,Cemento Sol,Peru,GRAN OJO,Prod Rebeca Producciones - Canica Films - Punto Aparte Realizador-a Mario Angulo- Alvaro Luque- Mario Bertocchi- Alonso Gutierrez Prod Audio Sonido Agosto Music Postprod Nativo Post Otras Empresas APOYO Comunicacion -Llorente y Cuenca -DINAMO Pais Peru
El Ojo de Iberoamerica,2024,Sustentable,Amunas recovery,Publicis Peru,Cusquena,Peru,ORO,Prod The Pub Realizador-a Erick Diaz Prod Audio Sonido Agosto Music Postprod The Pub -The Pub Otras Empresas Norte Films Pais Peru
El Ojo de Iberoamerica,2024,Sustentable,Me ofrezco,Revuelta - Mono Madrid,Wallapop,Espana,ORO,Prod Garlic Films Realizador-a OCKHAM Prod Audio Sonido Chaco Music House -La Panaderia Postprod McNulty Pais Espana
El Ojo de Iberoamerica,2024,Sustentable,Amazon Desert Rally,Africa Creative,Vivo,Brasil,PLATA,Prod Genco Realizador-a Andre Vidigal Prod Audio Sonido Satellite Audio Otras Empresas Monkey Producoes Pais Brasil
El Ojo de Iberoamerica,2024,Sustentable,La apertura reveladora,Almap BBDO,O Boticario,Brasil,BRONCE,Prod Globo Brasil - Monster Films Realizador-a Yuri Lima Prod Audio Sonido Cabaret Studio Pais Brasil
El Ojo de Iberoamerica,2024,Sustentable,Imagine with Petacos,DDB Colombia - Buentipo Anchor,Bavaria,Colombia,BRONCE,Prod Primo Realizador-a Gina Medina Prod Audio Sonido Diego Caceres Pais Colombia
El Ojo de Iberoamerica,2024,Sustentable,Improbable Housemates,Dentsu Creative Iberia,MEO,Portugal,ORO,Prod Ministerio dos Filmes Realizador-a Marco Martins Prod Audio Sonido Guel Postprod Glimpse Pais Portugal
El Ojo de Iberoamerica,2024,Sustentable,Filter Caps-,Ogilvy Colombia,Filsa Colombia,Colombia,ORO,Prod Primo Realizador-a Gina Medina Prod Audio Sonido Diego Caceres Producciones Pais Colombia
El Ojo de Iberoamerica,2024,Sustentable,El ranking culinario que alimento a millones-,Valor,Alicorp Peru,Peru,PLATA,Prod Lado V Prod Otras Empresas LLYC PERU -Tribeca Media Pais Peru
El Ojo de Iberoamerica,2024,Sustentable,Car parts for Life,De la Cruz- Ogilvy,Fundacion Stefano - Empresas Fonalledas,Puerto Rico,BRONCE,
El Ojo de Iberoamerica,2024,Sustentable,The gender discount,BETC HAVAS - Suno United Creators,Santander,Brasil,PLATA,Prod MyMama Entertainment - Produceria Realizador-a Ana Valente Prod Audio Sonido Tentaculo Audio -Hefty Pais Brasil
El Ojo de Iberoamerica,2024,Sustentable,Credito de libre transformacion,Digitas Colombia,Finzi,Colombia,PLATA,
El Ojo de Iberoamerica,2024,Sustentable,Tienda Segura,BETC HAVAS,TIM Brasil,Brasil,BRONCE,Prod Merci Studios Prod Audio Sonido Sonido Postprod PX Studio Otras Empresas Mulheres Positivas Pais Brasil
El Ojo de Iberoamerica,2024,Sustentable,Cien,Tribeca Media,Plaza Vea,Peru,BRONCE,Prod Casetera Estudio Realizador-a Alan Clavo Pais Peru
El Ojo de Iberoamerica,2024,Sustentable,Faces of the future,VML Argentina,Rexona,Argentina,BRONCE,Prod Audio Sonido Swing Musica Pais Argentina
El Ojo de Iberoamerica,2024,Sustentable,Sightwalks Veredas que guian,Circus Grey Peru,Cemento Sol,Peru,ORO,Prod Rebeca Producciones - Canica Films - Punto Aparte Realizador-a Mario Angulo- Alvaro Luque- Mario Bertocchi- Alonso Gutierrez Prod Audio Sonido Agosto Music Postprod Nativo Post Otras Empresas APOYO Comunicacion -Llorente y Cuenca -DINAMO Pais Peru
El Ojo de Iberoamerica,2024,Sustentable,Reviews,Africa Creative,Kraft Heinz Brasil,Brasil,PLATA,Prod silviomedeirosnet Realizador-a Silvio Medeiros Prod Audio Sonido Punch Audio Otras Empresas Borderless Citizen Pais Brasil
El Ojo de Iberoamerica,2024,Sustentable,Avatar interview,DDB Colombia,McDonald s,Colombia,PLATA,Prod Los Notarios Realizador-a Felipe Cortes Prod Audio Sonido Diego Caceres Producciones Pais Colombia
El Ojo de Iberoamerica,2024,Sustentable,Braided history,DDB Latina Puerto Rico,Mizani,Puerto Rico,PLATA,Prod DDB Latina Puerto Rico Pais Puerto Rico
El Ojo de Iberoamerica,2024,Sustentable,El ranking culinario que alimento a millones,Valor,Alicorp Peru,Peru,ORO,Prod Lado V Otras Empresas LLYC PERU -Tribeca Media Pais Peru
El Ojo de Iberoamerica,2024,Sustentable,Malekus Los ultimos 600,Havas Costa Rica - BETC HAVAS,The Rainforest Lab,Costa Rica,BRONCE,Prod Fulfierros Prod Audio Sonido Quiet City Music Sound Pais Costa Rica
El Ojo de Iberoamerica,2024,Sustentable,Amunas recovery,Publicis Peru,Cusquena,Peru,ORO,Prod The Pub Realizador-a Erick Diaz Prod Audio Sonido Agosto Music Postprod The Pub -The Pub Otras Empresas Norte Films Pais Peru
El Ojo de Iberoamerica,2024,Sustentable,Reviews,Africa Creative,Kraft Heinz Brasil,Brasil,PLATA,Prod silviomedeirosnet Realizador-a Silvio Medeiros Prod Audio Sonido Punch Audio Otras Empresas Borderless Citizen Pais Brasil
El Ojo de Iberoamerica,2024,Sustentable,Improbable Housemates,Dentsu Creative Iberia,MEO,Portugal,PLATA,Prod Ministerio dos Filmes Realizador-a Marco Martins Prod Audio Sonido Guel Postprod Glimpse Pais Portugal
El Ojo de Iberoamerica,2024,Sustentable,Credito de libre transformacion,Digitas Colombia,Finzi,Colombia,PLATA,
El Ojo de Iberoamerica,2024,Sustentable,Beer retirement account-,Monks,Poker,Colombia,PLATA,Prod Primo Realizador-a Cristian Roncancio Pais Colombia
El Ojo de Iberoamerica,2024,Sustentable,Braided history,DDB Latina Puerto Rico,Mizani,Puerto Rico,BRONCE,Prod DDB Latina Puerto Rico Pais Puerto Rico
El Ojo de Iberoamerica,2024,Sustentable,Reprinting Nica-,Havas Costa Rica - BETC HAVAS,La Prensa Nicaragua,Costa Rica,BRONCE,Prod Fulfierros Prod Audio Sonido Punch Audio Pais Costa Rica
El Ojo de Iberoamerica,2024,Sustentable,Atacama Fashion Week,Artplan,Desierto Vestido,Brasil,ORO,Prod Sugarcane Filmes Realizador-a Igor Selingarde Pais Brasil
El Ojo de Iberoamerica,2024,Sustentable,En nuestras manos,LLYC,StepbyWater,Espana,PLATA,Prod Jupiter Films Pais Espana
El Ojo de Iberoamerica,2024,Sustentable,Address The Invisible,Archer Troy,Techo Mexico --Google,Mexico,ORO,Prod Onirica Realizador-a Eduardo Canto Pais Mexico
